o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set[o:id],o:item_set[dcterms:title],o:media[o:id],o:media[file],dcterms:title,dcterms:description,dcterms:identifier,dcterms:relation,dcterms:alternative,dcterms:isPartOf,bibo:pages,geonames:lat,geonames:long
3349,https://islam.zmo.de/s/westafrica/item/3349,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Savalou,,"https://www.wikidata.org/wiki/Q544623 Q544623",,,Benin,,7.92807,1.97558
3350,https://islam.zmo.de/s/westafrica/item/3350,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Savé,,"https://www.wikidata.org/wiki/Q2609291 Q2609291",,Savè,Benin,,8.03424,2.4866
3351,https://islam.zmo.de/s/westafrica/item/3351,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Segbana,,"https://www.wikidata.org/wiki/Q2202003 Q2202003",,Ségbana,Benin,,10.92821,3.69429
3352,https://islam.zmo.de/s/westafrica/item/3352,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10500,https://islam.zmo.de/files/original/a170888191b675fdcdf40090005f900d35088d7d.png,Senegal|Sénégal,,"https://www.wikidata.org/wiki/Q1041 Q1041",,,Country,,14.5,-14.25
3353,https://islam.zmo.de/s/westafrica/item/3353,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Solenzo,,"https://www.wikidata.org/wiki/Q2102129 Q2102129",,,"Burkina Faso",,12.17423,-4.08477
3354,https://islam.zmo.de/s/westafrica/item/3354,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Soum,,"https://www.wikidata.org/wiki/Q385973 Q385973",,,"Burkina Faso",,,
3355,https://islam.zmo.de/s/westafrica/item/3355,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10504,https://islam.zmo.de/files/original/e69b3340930f1a75da91eb6d455741018ec9e76b.png,Syria|Syrie,,"https://www.wikidata.org/wiki/Q858 Q858",,,Country,,35,38
3356,https://islam.zmo.de/s/westafrica/item/3356,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Tanguiéta,,"https://www.wikidata.org/wiki/Q2269248 Q2269248",,,Benin,,10.62118,1.26651
3357,https://islam.zmo.de/s/westafrica/item/3357,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Tchaourou,,"https://www.wikidata.org/wiki/Q1364580 Q1364580",,,Benin,,9.0349,2.5169
3358,https://islam.zmo.de/s/westafrica/item/3358,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Tenkodogo,,"https://www.wikidata.org/wiki/Q621925 Q621925",,,"Burkina Faso",,11.78,-0.36972
3359,https://islam.zmo.de/s/westafrica/item/3359,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10292,https://islam.zmo.de/files/original/406fcd96c9017ead26aeb49481bf25c2aa7b49a2.png,Togo,,"https://www.wikidata.org/wiki/Q945 Q945",,,Country,,8.66667,1.08333
3360,https://islam.zmo.de/s/westafrica/item/3360,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Tougan,,"https://www.wikidata.org/wiki/Q558346 Q558346",,,"Burkina Faso",,13.05913,-3.07527
3361,https://islam.zmo.de/s/westafrica/item/3361,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Tripoli,,"https://www.wikidata.org/wiki/Q3579 Q3579",,,Libya,,32.88743,13.18733
3362,https://islam.zmo.de/s/westafrica/item/3362,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10507,https://islam.zmo.de/files/original/0a989a5e4079cbe5272c3db6f0130792c1088d66.png,Turkey|Turquie,,"https://www.wikidata.org/wiki/Q43 Q43",,,Country,,39,35
3363,https://islam.zmo.de/s/westafrica/item/3363,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Yako,,"https://www.wikidata.org/wiki/Q940973 Q940973",,,"Burkina Faso",,12.9591,-2.26075
3364,https://islam.zmo.de/s/westafrica/item/3364,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Ziniaré,,"https://www.wikidata.org/wiki/Q15647343 Q15647343",,,"Burkina Faso",,12.58186,-1.2971
3365,https://islam.zmo.de/s/westafrica/item/3365,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Zogbodomey,,"https://www.wikidata.org/wiki/Q2050232 Q2050232",,,Benin,,7.018,2.183
3366,https://islam.zmo.de/s/westafrica/item/3366,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10475,https://islam.zmo.de/files/original/666ef0d6af024971a4f56e03b53a7f77183f3188.png,"Burkina Faso","Sovereign state in West Africa|Pays d'Afrique de l'Ouest","https://www.wikidata.org/wiki/Q965 Q965",,"Upper Volta|Haute-Volta",Country,,12.5,-1.66667
3367,https://islam.zmo.de/s/westafrica/item/3367,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10476,https://islam.zmo.de/files/original/52cb847ca51c672137e10c8c570e19e7389b6569.png,Cameroon|Cameroun,,"https://www.wikidata.org/wiki/Q1009 Q1009",,,Country,,6,12.5
3369,https://islam.zmo.de/s/westafrica/item/3369,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10482,https://islam.zmo.de/files/original/e192f05775cfeb9c6528c28d8a2faddcc4be8af9.png,Gabon,,"https://www.wikidata.org/wiki/Q1000 Q1000",,,Country,,-1,11.75
3370,https://islam.zmo.de/s/westafrica/item/3370,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10485,https://islam.zmo.de/files/original/f66eb4bfe75d75f1d9434257d9de905e95679427.png,India|Inde,,"https://www.wikidata.org/wiki/Q668 Q668",,,Country,,22,79
3371,https://islam.zmo.de/s/westafrica/item/3371,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10496,https://islam.zmo.de/files/original/6ca177840912a833ccdf4e34a57c4d24a48e67be.png,Pakistan,,"https://www.wikidata.org/wiki/Q843 Q843",,,Country,,30,70
3372,https://islam.zmo.de/s/westafrica/item/3372,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10497,https://islam.zmo.de/files/original/bbd136ee1608501e82cb3a19fe7a6f92bce1870a.png,Palestine,,"https://www.wikidata.org/wiki/Q219060 Q219060",,,Country,,31.92157,35.20329
3373,https://islam.zmo.de/s/westafrica/item/3373,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10488,https://islam.zmo.de/files/original/5925e9172a8891b52eed9a00aabc25023595d319.png,Israel|Israël,,"https://www.wikidata.org/wiki/Q801 Q801",,,Country,,31.5,34.75
3374,https://islam.zmo.de/s/westafrica/item/3374,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10501,https://islam.zmo.de/files/original/59a1eef2cb58966f2860cd69faf23f4730c1044d.png,Somalia|Somalie,,"https://www.wikidata.org/wiki/Q1045 Q1045",,,Country,,6,48
3375,https://islam.zmo.de/s/westafrica/item/3375,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10505,https://islam.zmo.de/files/original/87792f2bb0a6d31e5e97805950b84fcbde5a45b8.png,Chad|Tchad,,"https://www.wikidata.org/wiki/Q657 Q657",,,Country,,15,19
3376,https://islam.zmo.de/s/westafrica/item/3376,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Ganvié,,"https://www.wikidata.org/wiki/Q1493703 Q1493703",,,Benin,,6.46441,2.39288
3377,https://islam.zmo.de/s/westafrica/item/3377,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Godomey,,"https://www.wikidata.org/wiki/Q2757920 Q2757920",,,Benin,,6.38948,2.34581
3378,https://islam.zmo.de/s/westafrica/item/3378,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10506,https://islam.zmo.de/files/original/7020ab92945bf53cb0f57536ee5c4c02e8bdb090.png,Tunisia|Tunisie,,"https://www.wikidata.org/wiki/Q948 Q948",,,Country,,34,9
3379,https://islam.zmo.de/s/westafrica/item/3379,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10502,https://islam.zmo.de/files/original/f01d686868f61653a4869e17a28008f97ce9c622.png,Sudan|Soudan,,"https://www.wikidata.org/wiki/Q1049 Q1049",,,Country,,16,30
3380,https://islam.zmo.de/s/westafrica/item/3380,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7426,https://islam.zmo.de/files/original/a966f87ffc9fea19294bcca657fe2a7de9a08c38.png,"Library of Congress",,"https://www.wikidata.org/wiki/Q131454 Q131454",,,"United States of America",,38.88845,-77.00442
3381,https://islam.zmo.de/s/westafrica/item/3381,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7427,https://islam.zmo.de/files/original/76df732ca5961217f7a69a24de60461ffc673940.png,"Institut de Recherche pour le Développement",,"https://www.wikidata.org/wiki/Q30261855 Q30261855",,IRD,"Burkina Faso",,12.36993,-1.51299
3383,https://islam.zmo.de/s/westafrica/item/3383,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Bassan,,"https://www.wikidata.org/wiki/Q16531551 Q16531551",,,"Burkina Faso",,13.0837,-3.1726
3508,https://islam.zmo.de/s/westafrica/item/3508,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Barsalogho,,"https://www.wikidata.org/wiki/Q809135 Q809135",,,"Burkina Faso",,13.41389,-1.05583
3509,https://islam.zmo.de/s/westafrica/item/3509,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10499,https://islam.zmo.de/files/original/33d666227a0b5d3dd47af9b633cb193e22e5a513.png,"United Kingdom|Royaume-Uni",,"https://www.wikidata.org/wiki/Q145 Q145",,,Country,,54.75844,-2.69531
3533,https://islam.zmo.de/s/westafrica/item/3533,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10477,https://islam.zmo.de/files/original/a6c136e12289367ecb7dd4f0becc40566943208b.png,Denmark|Danemark,,"https://www.wikidata.org/wiki/Q35 Q35",,,Country,,56,10
3614,https://islam.zmo.de/s/westafrica/item/3614,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10503,https://islam.zmo.de/files/original/b7d47e61c10308e5f7a72184dae886dc0b0ce481.png,Switzerland|Suisse,,"https://www.wikidata.org/wiki/Q39 Q39",,,Country,,47.00016,8.01427
3615,https://islam.zmo.de/s/westafrica/item/3615,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7454,https://islam.zmo.de/files/original/6499c8aff2c997bc9d2100f27c0167945dc0e96c.png,Canada,,"https://www.wikidata.org/wiki/Q16 Q16",,,Country,,60.10867,-113.64258
3935,https://islam.zmo.de/s/westafrica/item/3935,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7455,https://islam.zmo.de/files/original/9e7eed3d11e593ef565b49a91caadde2300e4906.png,"Democratic Republic of the Congo|République démocratique du Congo",,"https://www.wikidata.org/wiki/Q974 Q974",,"Democratic Republic of the Congo|DRC|Congo-Kinshasa|RD Congo|RDC",Country,,,
4022,https://islam.zmo.de/s/westafrica/item/4022,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Institut Musulman d'Enseignement et d'Éducation",,,"Cercle d'Études, de Recherches et de Formation Islamiques",IM2E,"Burkina Faso|Madrasa",,,
4025,https://islam.zmo.de/s/westafrica/item/4025,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Institut Aorèma",,,"Adama Aorèma Ouédraogo|Institut Aorèma",,"Burkina Faso|Madrasa",,,
4027,https://islam.zmo.de/s/westafrica/item/4027,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Institut islamique El Nour",,,,,"Burkina Faso|Madrasa",,,
4028,https://islam.zmo.de/s/westafrica/item/4028,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée AEEMB (Université de Ouagadougou)",,,"Association des Élèves et Étudiants Musulmans au Burkina|Centre culturel islamique AEEMB|University of Ouagadougou",,"Burkina Faso|Mosque",,,
4031,https://islam.zmo.de/s/westafrica/item/4031,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Institut Al Ilmi",,,,,"Burkina Faso|Madrasa",,,
4034,https://islam.zmo.de/s/westafrica/item/4034,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Maternité Sakina",,,"Association des Élèves et Étudiants Musulmans au Burkina|Japan",,"Burkina Faso|Medical center",,,
4035,https://islam.zmo.de/s/westafrica/item/4035,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Médersa centrale de Ouagadougou",,,,,"Burkina Faso|Madrasa",,,
4040,https://islam.zmo.de/s/westafrica/item/4040,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Université Al Houda","Islamic University|Université islamique",,,,"Burkina Faso|University",,,
4042,https://islam.zmo.de/s/westafrica/item/4042,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7462,https://islam.zmo.de/files/original/31f77bab146b98fc69fb43dc74181a0c9c71d221.png,Belgium|Belgique,,"https://www.wikidata.org/wiki/Q31 Q31",,,Country,,50.75,4.5
4146,https://islam.zmo.de/s/westafrica/item/4146,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Grand-Bassam,,"https://www.wikidata.org/wiki/Q582922 Q582922",,,"Ivory Coast",,5.2118,-3.73884
4148,https://islam.zmo.de/s/westafrica/item/4148,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Jeddah|Djeddah,,"https://www.wikidata.org/wiki/Q374365 Q374365",,,"Saudi Arabia",,21.49012,39.18624
4151,https://islam.zmo.de/s/westafrica/item/4151,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Medina|Médine,"Saudi Arabian city|Ville d'Arabie saoudite","https://www.wikidata.org/wiki/Q35484 Q35484",,Madinah,"Saudi Arabia",,24.46861,39.61417
4153,https://islam.zmo.de/s/westafrica/item/4153,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7471,https://islam.zmo.de/files/original/68bae10f7f419da07d027d374d1909bc42447ece.jpg,"University of Ouagadougou|Université de Ouagadougou",,"https://www.wikidata.org/wiki/Q1076606 Q1076606","Ismaël Tiendrébéogo|Nouhoun Bagayoko|Tiégo Tiemtoré","Université Joseph Ki-Zerbo","Burkina Faso|University",,12.37735,-1.5009
4360,https://islam.zmo.de/s/westafrica/item/4360,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7464,https://islam.zmo.de/files/original/04d0c8f09ed502a0b881d1387208846e50e2d87a.png,"University of Abomey-Calavi|Université d'Abomey-Calavi","University in Benin|Université du Bénin","https://www.wikidata.org/wiki/Q6979225 Q6979225","Communauté Islamique Universitaire du Bénin|Institut de la Langue Arabe et de la Culture Islamique|Laboratoire d'Analyse et de Recherche, Religions, Espaces et Développement|Maxime da Cruz","UAC|Université Nationale du Bénin|Université du Dahomey|UNB",Benin|University,,6.44105,2.35238
4363,https://islam.zmo.de/s/westafrica/item/4363,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Institut de la Langue Arabe et de la Culture Islamique",,"https://www.wikidata.org/wiki/Q109315122 Q109315122","Libya|Muammar Gaddafi",ILACI,"Benin|University of Abomey-Calavi|University",,6.42047,2.34345
4367,https://islam.zmo.de/s/westafrica/item/4367,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7465,https://islam.zmo.de/files/original/006766c5c3f63295ddd60977b0dffd0972e69996.png,Jordan|Jordanie,,"https://www.wikidata.org/wiki/Q810 Q810",,,Country,,31,36
4370,https://islam.zmo.de/s/westafrica/item/4370,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée Oumar Ibn Khattab",,"https://www.wikidata.org/wiki/Q114714711 Q114714711","Association Culturelle des Étudiants et Élèves Musulmans du Bénin",,Benin|Mosque,,6.414748141664798,2.3372766573628994
4406,https://islam.zmo.de/s/westafrica/item/4406,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Paris,,"https://www.wikidata.org/wiki/Q90 Q90",,,France,,48.85341,2.3488
4407,https://islam.zmo.de/s/westafrica/item/4407,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Lomé,,"https://www.wikidata.org/wiki/Q3792 Q3792",,,Togo,,6.12874,1.22154
4413,https://islam.zmo.de/s/westafrica/item/4413,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7469,https://islam.zmo.de/files/original/ba6fad8ad265e90bff0eede942107cbf1160f840.jpg,"Berlin State Library|Bibliothèque d'État de Berlin|Staatsbibliothek zu Berlin",,"https://www.wikidata.org/wiki/Q170109 Q170109",,,Germany,,52.5064,13.3703
4414,https://islam.zmo.de/s/westafrica/item/4414,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"National Library of Togo|Bibliothèque nationale du Togo",,"https://www.wikidata.org/wiki/Q618258 Q618258",,,Togo,,6.129117,1.218427
4418,https://islam.zmo.de/s/westafrica/item/4418,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Porto-Novo",,"https://www.wikidata.org/wiki/Q94238736 Q94238736","Houzéifa Amzat","Grande mosquée de Porto-Novo",Benin|Mosque,,6.470333,2.626611
4431,https://islam.zmo.de/s/westafrica/item/4431,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Cotonou Jonquet",,"https://www.wikidata.org/wiki/Q115659103 Q115659103","Gazaliou Tahirou",,Mosque|Cotonou|Benin,,,
4436,https://islam.zmo.de/s/westafrica/item/4436,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Centre islamique de Dantokpa",,"https://www.wikidata.org/wiki/Q115658989 Q115658989",,,Benin|Cotonou,,,
4437,https://islam.zmo.de/s/westafrica/item/4437,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Lycée Béhanzin",,"https://www.wikidata.org/wiki/Q99706497 Q99706497",,,Benin|Porto-Novo,,,
4438,https://islam.zmo.de/s/westafrica/item/4438,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Bohicon",,"https://www.wikidata.org/wiki/Q115658967 Q115658967","Idrissou Aboubakar Lemanou",,Mosque|Benin|Bohicon,,,
4439,https://islam.zmo.de/s/westafrica/item/4439,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Cadjèhoun",,"https://www.wikidata.org/wiki/Q115659078 Q115659078",,,Mosque|Benin|Cotonou,,,
4440,https://islam.zmo.de/s/westafrica/item/4440,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Djougou",,"https://www.wikidata.org/wiki/Q115658951 Q115658951",,,Mosque|Benin|Djougou,,,
4441,https://islam.zmo.de/s/westafrica/item/4441,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Fidjrossè",,"https://www.wikidata.org/wiki/Q115659065 Q115659065",,,Mosque|Benin|Cotonou,,,
4442,https://islam.zmo.de/s/westafrica/item/4442,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Godomey",,"https://www.wikidata.org/wiki/Q115658935 Q115658935",,,Mosque|Benin|Godomey,,,
4443,https://islam.zmo.de/s/westafrica/item/4443,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Lokossa",,"https://www.wikidata.org/wiki/Q115658925 Q115658925",,,Mosque|Benin|Lokossa,,,
4444,https://islam.zmo.de/s/westafrica/item/4444,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Natitingou",,"https://www.wikidata.org/wiki/Q115658907 Q115658907",,,Mosque|Benin|Natitingou,,,
4445,https://islam.zmo.de/s/westafrica/item/4445,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Ouando",,"https://www.wikidata.org/wiki/Q115658856 Q115658856",,,Mosque|Benin|Porto-Novo,,,
4446,https://islam.zmo.de/s/westafrica/item/4446,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Pèrèrè",,"https://www.wikidata.org/wiki/Q115658840 Q115658840",,,Mosque|Benin|Pèrèrè,,,
4447,https://islam.zmo.de/s/westafrica/item/4447,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Toviklin",,"https://www.wikidata.org/wiki/Q115658834 Q115658834",,,Mosque|Benin|Toviklin,,,
4448,https://islam.zmo.de/s/westafrica/item/4448,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale de Zongo (Cotonou)",,"https://www.wikidata.org/wiki/Q115658827 Q115658827",,,Mosque|Benin|Cotonou,,,
4449,https://islam.zmo.de/s/westafrica/item/4449,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée centrale Yara Kinnin",,"https://www.wikidata.org/wiki/Q115658787 Q115658787",,"Mosquée Yarakinin",Mosque|Benin|Parakou,,,
4450,https://islam.zmo.de/s/westafrica/item/4450,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosquée de Ganvié",,"https://www.wikidata.org/wiki/Q115659206 Q115659206",,,Mosque|Benin|Ganvié,,,
4451,https://islam.zmo.de/s/westafrica/item/4451,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Toviklin,,"https://www.wikidata.org/wiki/Q2647400 Q2647400",,,Benin,,6.88796,1.80739
4452,https://islam.zmo.de/s/westafrica/item/4452,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Pèrèrè,,"https://www.wikidata.org/wiki/Q2716795 Q2716795",,,Benin,,9.58703,2.99607
4458,https://islam.zmo.de/s/westafrica/item/4458,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,7472,https://islam.zmo.de/files/original/1464bd336e2cf5067482e0743e78dbc087e69e7f.png,"Soviet Union|Union des républiques socialistes soviétiques",,"https://www.wikidata.org/wiki/Q15180 Q15180",,USSR|URSS,Country,,65,90
4651,https://islam.zmo.de/s/westafrica/item/4651,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Al-Azhar University|Université al-Azhar",,"https://www.wikidata.org/wiki/Q173959 Q173959","Ismaël Derra|Mahamoudou Bandé",,Egypt|University,,,
4652,https://islam.zmo.de/s/westafrica/item/4652,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,11100,https://islam.zmo.de/files/original/b314893532c5424345ed2ca1061a43cc45788a8b.jpg,"Imam Muhammad ibn Saud Islamic University|Université islamique Imam Muhammad ibn Saud",,"https://www.wikidata.org/wiki/Q3716653 Q3716653","Mohammed Sawadogo",,"Saudi Arabia|University",,,
4653,https://islam.zmo.de/s/westafrica/item/4653,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Islamic University of Madinah|Université islamique de Médine",,"https://www.wikidata.org/wiki/Q1141959 Q1141959","Aboubacar Doukouré|Aboubacar Sana|Mahamoudou Bandé|Mohammed Kindo",,"Saudi Arabia|University",,,
4654,https://islam.zmo.de/s/westafrica/item/4654,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mosque of the Cercle d'Études, de Recherches et de Formation Islamiques|Mosquée du Cercle d'Études, de Recherches et de Formation Islamiques",,"https://www.wikidata.org/wiki/Q116454456 Q116454456","Cercle d'Études, de Recherches et de Formation Islamiques|Ismaël Tiendrébéogo|Nouhoun Bagayoko|Tiégo Tiemtoré",,"Mosque|Burkina Faso",,,
10679,https://islam.zmo.de/s/westafrica/item/10679,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10680,https://islam.zmo.de/files/original/cdb59b41a93dac06deb87915638f88ce4f834426.jpg,"Abdou Moumouni University|Université Abdou Moumouni","University in Niger|Université du Niger","https://www.wikidata.org/wiki/Q308329 Q308329",,UAM,Niger|University,,13.501361,2.098528
10837,https://islam.zmo.de/s/westafrica/item/10837,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10846,https://islam.zmo.de/files/original/c373c758ffae0479e37c7b1c983764cbd95111c8.png,Netherlands|Pays-Bas,,"https://www.wikidata.org/wiki/Q29999 Q29999",,"The Netherlands",Country,,52.366666666667,4.8833333333333
10838,https://islam.zmo.de/s/westafrica/item/10838,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10845,https://islam.zmo.de/files/original/65d86e45dfc17acd3dc9d2543f9ecd6b36b44a59.png,Italy|Italie,,"https://www.wikidata.org/wiki/Q38 Q38",,,Country,,42.5,12.5
10839,https://islam.zmo.de/s/westafrica/item/10839,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10844,https://islam.zmo.de/files/original/346284414ed47de2028561adaa737bf7a856ff76.png,"South Africa|Afrique du Sud",,"https://www.wikidata.org/wiki/Q258 Q258",,,Country,,-29,24
10840,https://islam.zmo.de/s/westafrica/item/10840,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10843,https://islam.zmo.de/files/original/c38be1f5528a24049db73ad024e690e18474c4b8.png,Slovenia|Slovénie,,"https://www.wikidata.org/wiki/Q215 Q215",,,Country,,46,15
10841,https://islam.zmo.de/s/westafrica/item/10841,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,10842,https://islam.zmo.de/files/original/a6a5d3da9d974a40d7a0c531678fb3295c16da88.png,Sweden|Suède,,"https://www.wikidata.org/wiki/Q34 Q34",,,Country,,61,15
10857,https://islam.zmo.de/s/westafrica/item/10857,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Zaria,"City and local government area in Kaduna, Nigeria|Ville et zone de gouvernement local de Kaduna, Nigeria","https://www.wikidata.org/wiki/Q147975 Q147975",,,Nigeria,,11.066667,7.7
10909,https://islam.zmo.de/s/westafrica/item/10909,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Yola,"City of Nigeria|Ville du Nigéria","https://www.wikidata.org/wiki/Q994114 Q994114",,,Nigeria,,9.2,12.483333
11096,https://islam.zmo.de/s/westafrica/item/11096,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,11097,https://islam.zmo.de/files/original/2aecb5b171c28f7c9d515e0a6ea8607ebe8cb040.png,"Félix Houphouët Boigny University|Université Félix Houphouët-Boigny",,"https://www.wikidata.org/wiki/Q1583390 Q1583390",,"UFHB|Université de Cocody","Ivory Coast|University",,5.345556,-3.986111
11098,https://islam.zmo.de/s/westafrica/item/11098,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,11099,https://islam.zmo.de/files/original/1e200911898b2150c22cf65543f9ce4f56945e36.png,"University of Lomé|Université de Lomé",,"https://www.wikidata.org/wiki/Q3551618 Q3551618",,"UL|Université du Bénin",Togo|University,,6.173669,1.215866
11206,https://islam.zmo.de/s/westafrica/item/11206,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Zinvié,,"https://www.wikidata.org/wiki/Q4024500 Q4024500",,,Benin,,6.61667,2.35
11383,https://islam.zmo.de/s/westafrica/item/11383,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,Lagos,,"https://www.wikidata.org/wiki/Q8673 Q8673",,,Nigeria,,6.45,3.4
11385,https://islam.zmo.de/s/westafrica/item/11385,Location,dcterms:Location,frederick.madore@zmo.de,true,5842,Locations,,,"Mecca|La Mecque","Saudi Arabian city and capital of the Makkah province|Capitale de la province de La Mecque, Arabie saoudite","https://www.wikidata.org/wiki/Q5806 Q5806",,,"Saudi Arabia",,21.4225,39.826111
